Gene,Fold_Change,P_Value,Significant,log2FC,-log10P
202646_s_at,,,False,,
202647_s_at,,,False,,
202648_at,,,False,,
202649_x_at,,,False,,
202650_s_at,,,False,,
202651_at,,,False,,
202652_at,,,False,,
202653_s_at,,,False,,
202654_x_at,,,False,,
202655_at,,,False,,
202656_s_at,,,False,,
202657_s_at,,,False,,
202658_at,,,False,,
202659_at,,,False,,
202660_at,,,False,,
202661_at,,,False,,
202662_s_at,,,False,,
202663_at,,,False,,
202664_at,,,False,,
202665_s_at,,,False,,
202666_s_at,,,False,,
202667_s_at,,,False,,
202668_at,,,False,,
202669_s_at,,,False,,
202670_at,,,False,,
202671_s_at,,,False,,
202672_s_at,,,False,,
202673_at,,,False,,
202674_s_at,,,False,,
202675_at,,,False,,
202676_x_at,,,False,,
202677_at,,,False,,
202678_at,,,False,,
202679_at,,,False,,
202680_at,,,False,,
202681_at,,,False,,
202682_s_at,,,False,,
202683_s_at,,,False,,
202684_s_at,,,False,,
202685_s_at,,,False,,
202686_s_at,,,False,,
202687_s_at,,,False,,
202688_at,,,False,,
202689_at,,,False,,
202690_s_at,,,False,,
202691_at,,,False,,
202692_s_at,,,False,,
202693_s_at,,,False,,
202694_at,,,False,,
202695_s_at,,,False,,
202696_at,,,False,,
202697_at,,,False,,
202698_x_at,,,False,,
202699_s_at,,,False,,
202700_s_at,,,False,,
202701_at,,,False,,
202702_at,,,False,,
202703_at,,,False,,
202704_at,,,False,,
202705_at,,,False,,
202706_s_at,,,False,,
202707_at,,,False,,
202708_s_at,,,False,,
202709_at,,,False,,
202710_at,,,False,,
202711_at,,,False,,
202712_s_at,,,False,,
202713_s_at,,,False,,
202714_s_at,,,False,,
202715_at,,,False,,
202716_at,,,False,,
202717_s_at,,,False,,
202718_at,,,False,,
202719_s_at,,,False,,
202720_at,,,False,,
202721_s_at,,,False,,
202722_s_at,,,False,,
202723_s_at,,,False,,
202724_s_at,,,False,,
202725_at,,,False,,
202726_at,,,False,,
202727_s_at,,,False,,
202728_s_at,,,False,,
202729_s_at,,,False,,
202730_s_at,,,False,,
202731_at,,,False,,
202732_at,,,False,,
202733_at,,,False,,
202734_at,,,False,,
202735_at,,,False,,
202736_s_at,,,False,,
202737_s_at,,,False,,
202738_s_at,,,False,,
202739_s_at,,,False,,
202740_at,,,False,,
202741_at,,,False,,
202742_s_at,,,False,,
202743_at,,,False,,
202744_at,,,False,,
202745_at,,,False,,
202746_at,,,False,,
202747_s_at,,,False,,
202748_at,,,False,,
202749_at,,,False,,
202750_s_at,,,False,,
202751_at,,,False,,
202752_x_at,,,False,,
202753_at,,,False,,
202754_at,,,False,,
202755_s_at,,,False,,
202756_s_at,,,False,,
202757_at,,,False,,
202758_s_at,,,False,,
202759_s_at,,,False,,
202760_s_at,,,False,,
202761_s_at,,,False,,
202762_at,,,False,,
202763_at,,,False,,
202764_at,,,False,,
202765_s_at,,,False,,
202766_s_at,,,False,,
202767_at,,,False,,
202768_at,,,False,,
202769_at,,,False,,
202770_s_at,,,False,,
202771_at,,,False,,
202772_at,,,False,,
202773_s_at,,,False,,
202774_s_at,,,False,,
202775_s_at,,,False,,
202776_at,,,False,,
202777_at,,,False,,
202778_s_at,,,False,,
202779_s_at,,,False,,
202780_at,,,False,,
202781_s_at,,,False,,
202782_s_at,,,False,,
202783_at,,,False,,
202784_s_at,,,False,,
202785_at,,,False,,
202786_at,,,False,,
202787_s_at,,,False,,
202788_at,,,False,,
202789_at,,,False,,
202790_at,,,False,,
202791_s_at,,,False,,
202792_s_at,,,False,,
202793_at,,,False,,
202794_at,,,False,,
202795_x_at,,,False,,
202796_at,,,False,,
202797_at,,,False,,
202798_at,,,False,,
202799_at,,,False,,
202800_at,,,False,,
202801_at,,,False,,
202802_at,,,False,,
202803_s_at,,,False,,
202804_at,,,False,,
202805_s_at,,,False,,
202806_at,,,False,,
202807_s_at,,,False,,
202808_at,,,False,,
202809_s_at,,,False,,
202810_at,,,False,,
202811_at,,,False,,
202812_at,,,False,,
202813_at,,,False,,
202814_s_at,,,False,,
202815_s_at,,,False,,
202816_s_at,,,False,,
202817_s_at,,,False,,
202818_s_at,,,False,,
202819_s_at,,,False,,
202820_at,,,False,,
202821_s_at,,,False,,
202822_at,,,False,,
202823_at,,,False,,
202824_s_at,,,False,,
202825_at,,,False,,
202826_at,,,False,,
202827_s_at,,,False,,
202828_s_at,,,False,,
202829_s_at,,,False,,
202830_s_at,,,False,,
202831_at,,,False,,
202832_at,,,False,,
202833_s_at,,,False,,
202834_at,,,False,,
202835_at,,,False,,
202836_s_at,,,False,,
202837_at,,,False,,
202838_at,,,False,,
202839_s_at,,,False,,
202840_at,,,False,,
202841_x_at,,,False,,
202842_s_at,,,False,,
202843_at,,,False,,
202844_s_at,,,False,,
202845_s_at,,,False,,
202846_s_at,,,False,,
202847_at,,,False,,
202848_s_at,,,False,,
202849_x_at,,,False,,
202850_at,,,False,,
202851_at,,,False,,
202852_s_at,,,False,,
202853_s_at,,,False,,
202854_at,,,False,,
202855_s_at,,,False,,
202856_s_at,,,False,,
202857_at,,,False,,
202858_at,,,False,,
202859_x_at,,,False,,
202860_at,,,False,,
202861_at,,,False,,
202862_at,,,False,,
202863_at,,,False,,
202864_s_at,,,False,,
202865_at,,,False,,
202866_at,,,False,,
202867_s_at,,,False,,
202868_s_at,,,False,,
202869_at,,,False,,
202870_s_at,,,False,,
202871_at,,,False,,
202872_at,,,False,,
202873_at,,,False,,
202874_s_at,,,False,,
202875_s_at,,,False,,
202876_s_at,,,False,,
202877_s_at,,,False,,
202878_s_at,,,False,,
202879_s_at,,,False,,
202880_s_at,,,False,,
202881_x_at,,,False,,
202882_x_at,,,False,,
202883_s_at,,,False,,
202884_s_at,,,False,,
202885_s_at,,,False,,
202886_s_at,,,False,,
202887_s_at,,,False,,
202888_s_at,,,False,,
202889_x_at,,,False,,
202890_at,,,False,,
202891_at,,,False,,
202892_at,,,False,,
202893_at,,,False,,
202894_at,,,False,,
202895_s_at,,,False,,
202896_s_at,,,False,,
202897_at,,,False,,
202898_at,,,False,,
202899_s_at,,,False,,
2028_s_at,,,False,,
202900_s_at,,,False,,
202901_x_at,,,False,,
202902_s_at,,,False,,
202903_at,,,False,,
202904_s_at,,,False,,
202905_x_at,,,False,,
202906_s_at,,,False,,
202907_s_at,,,False,,
202908_at,,,False,,
202909_at,,,False,,
202910_s_at,,,False,,
202911_at,,,False,,
202912_at,,,False,,
202913_at,,,False,,
202914_s_at,,,False,,
202915_s_at,,,False,,
202916_s_at,,,False,,
202917_s_at,,,False,,
202918_s_at,,,False,,
202919_at,,,False,,
202920_at,,,False,,
202921_s_at,,,False,,
202922_at,,,False,,
202923_s_at,,,False,,
202924_s_at,,,False,,
202925_s_at,,,False,,
202926_at,,,False,,
202927_at,,,False,,
202928_s_at,,,False,,
202929_s_at,,,False,,
202930_s_at,,,False,,
202931_x_at,,,False,,
202932_at,,,False,,
202933_s_at,,,False,,
202934_at,,,False,,
202935_s_at,,,False,,
202936_s_at,,,False,,
202937_x_at,,,False,,
202938_x_at,,,False,,
202939_at,,,False,,
202940_at,,,False,,
202941_at,,,False,,
202942_at,,,False,,
202943_s_at,,,False,,
202944_at,,,False,,
202945_at,,,False,,
202946_s_at,,,False,,
202947_s_at,,,False,,
202948_at,,,False,,
202949_s_at,,,False,,
202950_at,,,False,,
202951_at,,,False,,
202952_s_at,,,False,,
202953_at,,,False,,
202954_at,,,False,,
202955_s_at,,,False,,
202956_at,,,False,,
202957_at,,,False,,
202958_at,,,False,,
202959_at,,,False,,
202960_s_at,,,False,,
202961_s_at,,,False,,
202962_at,,,False,,
202963_at,,,False,,
202964_s_at,,,False,,
202965_s_at,,,False,,
202966_at,,,False,,
202967_at,,,False,,
202968_s_at,,,False,,
202969_at,,,False,,
202970_at,,,False,,
202971_s_at,,,False,,
202972_s_at,,,False,,
202973_x_at,,,False,,
202974_at,,,False,,
202975_s_at,,,False,,
202976_s_at,,,False,,
202977_s_at,,,False,,
202978_s_at,,,False,,
202979_s_at,,,False,,
202980_s_at,,,False,,
202981_x_at,,,False,,
202982_s_at,,,False,,
202983_at,,,False,,
202984_s_at,,,False,,
202985_s_at,,,False,,
202986_at,,,False,,
202987_at,,,False,,
202988_s_at,,,False,,
202989_at,,,False,,
202990_at,,,False,,
202991_at,,,False,,
202992_at,,,False,,
202993_at,,,False,,
202994_s_at,,,False,,
202995_s_at,,,False,,
202996_at,,,False,,
202997_s_at,,,False,,
202998_s_at,,,False,,
202999_s_at,,,False,,
203000_at,,,False,,
203001_s_at,,,False,,
203002_at,,,False,,
203003_at,,,False,,
203004_s_at,,,False,,
203005_at,,,False,,
203006_at,,,False,,
203007_x_at,,,False,,
203008_x_at,,,False,,
203009_at,,,False,,
203010_at,,,False,,
203011_at,,,False,,
203012_x_at,,,False,,
203013_at,,,False,,
203014_x_at,,,False,,
203015_s_at,,,False,,
203016_s_at,,,False,,
203017_s_at,,,False,,
203018_s_at,,,False,,
203019_x_at,,,False,,
203020_at,,,False,,
203021_at,,,False,,
203022_at,,,False,,
203023_at,,,False,,
203024_s_at,,,False,,
203025_at,,,False,,
203026_at,,,False,,
203027_s_at,,,False,,
203028_s_at,,,False,,
203029_s_at,,,False,,
203030_s_at,,,False,,
203031_s_at,,,False,,
203032_s_at,,,False,,
203033_x_at,,,False,,
203034_s_at,,,False,,
203035_s_at,,,False,,
203036_s_at,,,False,,
203037_s_at,,,False,,
203038_at,,,False,,
203039_s_at,,,False,,
203040_s_at,,,False,,
203041_s_at,,,False,,
203042_at,,,False,,
203043_at,,,False,,
203044_at,,,False,,
203045_at,,,False,,
203046_s_at,,,False,,
203047_at,,,False,,
203048_s_at,,,False,,
203049_s_at,,,False,,
203050_at,,,False,,
203051_at,,,False,,
203052_at,,,False,,
203053_at,,,False,,
203054_s_at,,,False,,
203055_s_at,,,False,,
203056_s_at,,,False,,
203057_s_at,,,False,,
203058_s_at,,,False,,
203059_s_at,,,False,,
203060_s_at,,,False,,
203061_s_at,,,False,,
203062_s_at,,,False,,
203063_at,,,False,,
203064_s_at,,,False,,
203065_s_at,,,False,,
203066_at,,,False,,
203067_at,,,False,,
203068_at,,,False,,
203069_at,,,False,,
203070_at,,,False,,
203071_at,,,False,,
203072_at,,,False,,
203073_at,,,False,,
203074_at,,,False,,
203075_at,,,False,,
203076_s_at,,,False,,
203077_s_at,,,False,,
203078_at,,,False,,
203079_s_at,,,False,,
203080_s_at,,,False,,
203081_at,,,False,,
203082_at,,,False,,
203083_at,,,False,,
203084_at,,,False,,
203085_s_at,,,False,,
203086_at,,,False,,
203087_s_at,,,False,,
203088_at,,,False,,
203089_s_at,,,False,,
203090_at,,,False,,
203091_at,,,False,,
203092_at,,,False,,
203093_s_at,,,False,,
203094_at,,,False,,
203095_at,,,False,,
203096_s_at,,,False,,
203097_s_at,,,False,,
203098_at,,,False,,
203099_s_at,,,False,,
203100_s_at,,,False,,
203101_s_at,,,False,,
203102_s_at,,,False,,
203103_s_at,,,False,,
203104_at,,,False,,
203105_s_at,,,False,,
203106_s_at,,,False,,
203107_x_at,,,False,,
203108_at,,,False,,
203109_at,,,False,,
203110_at,,,False,,
203111_s_at,,,False,,
203112_s_at,,,False,,
203113_s_at,,,False,,
203114_at,,,False,,
203115_at,,,False,,
203116_s_at,,,False,,
203117_s_at,,,False,,
203118_at,,,False,,
203119_at,,,False,,
203120_at,,,False,,
203122_at,,,False,,
203123_s_at,,,False,,
203124_s_at,,,False,,
203125_x_at,,,False,,
203126_at,,,False,,
203127_s_at,,,False,,
203128_at,,,False,,
203129_s_at,,,False,,
203130_s_at,,,False,,
203131_at,,,False,,
203132_at,,,False,,
203133_at,,,False,,
203134_at,,,False,,
203135_at,,,False,,
203136_at,,,False,,
203137_at,,,False,,
203138_at,,,False,,
203139_at,,,False,,
203140_at,,,False,,
203141_s_at,,,False,,
203142_s_at,,,False,,
203143_s_at,,,False,,
203144_s_at,,,False,,
203145_at,,,False,,
203146_s_at,,,False,,
203147_s_at,,,False,,
203148_s_at,,,False,,
203149_at,,,False,,
203150_at,,,False,,
203151_at,,,False,,
203152_at,,,False,,
203153_at,,,False,,
203154_s_at,,,False,,
203155_at,,,False,,
203156_at,,,False,,
203157_s_at,,,False,,
203158_s_at,,,False,,
203159_at,,,False,,
203160_s_at,,,False,,
203161_s_at,,,False,,
203162_s_at,,,False,,
203163_at,,,False,,
203164_at,,,False,,
203165_s_at,,,False,,
203166_at,,,False,,
203167_at,,,False,,
203168_at,,,False,,
203169_at,,,False,,
203170_at,,,False,,
203171_s_at,,,False,,
203172_at,,,False,,
203173_s_at,,,False,,
203174_s_at,,,False,,
203175_at,,,False,,
203176_s_at,,,False,,
203177_x_at,,,False,,
203178_at,,,False,,
203179_at,,,False,,
203180_at,,,False,,
203181_x_at,,,False,,
203182_s_at,,,False,,
203183_s_at,,,False,,
203184_at,,,False,,
203185_at,,,False,,
203186_s_at,,,False,,
203187_at,,,False,,
203188_at,,,False,,
203189_s_at,,,False,,
203190_at,,,False,,
203191_at,,,False,,
203192_at,,,False,,
203193_at,,,False,,
203194_s_at,,,False,,
203195_s_at,,,False,,
203196_at,,,False,,
203197_s_at,,,False,,
203198_at,,,False,,
203199_s_at,,,False,,
203200_s_at,,,False,,
203201_at,,,False,,
203202_at,,,False,,
203203_s_at,,,False,,
203204_s_at,,,False,,
203205_at,,,False,,
203206_at,,,False,,
203207_s_at,,,False,,
203208_s_at,,,False,,
203209_at,,,False,,
203210_s_at,,,False,,
203211_s_at,,,False,,
203212_s_at,,,False,,
203213_at,,,False,,
203214_x_at,,,False,,
203215_s_at,,,False,,
203216_s_at,,,False,,
203217_s_at,,,False,,
203218_at,,,False,,
203219_s_at,,,False,,
203220_s_at,,,False,,
203221_at,,,False,,
203222_s_at,,,False,,
203223_at,,,False,,
203224_at,,,False,,
203225_s_at,,,False,,
203226_s_at,,,False,,
203227_s_at,,,False,,
203228_at,,,False,,
203229_s_at,,,False,,
203230_at,,,False,,
203231_s_at,,,False,,
203232_s_at,,,False,,
203233_at,,,False,,
203234_at,,,False,,
203235_at,,,False,,
203236_s_at,,,False,,
203237_s_at,,,False,,
203238_s_at,,,False,,
203239_s_at,,,False,,
203240_at,,,False,,
203241_at,,,False,,
203242_s_at,,,False,,
203243_s_at,,,False,,
203244_at,,,False,,
203245_s_at,,,False,,
203246_s_at,,,False,,
203247_s_at,,,False,,
203248_at,,,False,,
203249_at,,,False,,
203250_at,,,False,,
203252_at,,,False,,
203253_s_at,,,False,,
203254_s_at,,,False,,
203255_at,,,False,,
203256_at,,,False,,
203257_s_at,,,False,,
203258_at,,,False,,
203259_s_at,,,False,,
203260_at,,,False,,
203261_at,,,False,,
203262_s_at,,,False,,
203263_s_at,,,False,,
203264_s_at,,,False,,
203265_s_at,,,False,,
203266_s_at,,,False,,
203267_s_at,,,False,,
203268_s_at,,,False,,
203269_at,,,False,,
203270_at,,,False,,
203271_s_at,,,False,,
203272_s_at,,,False,,
203273_s_at,,,False,,
203274_at,,,False,,
203275_at,,,False,,
203276_at,,,False,,
203277_at,,,False,,
203278_s_at,,,False,,
203279_at,,,False,,
203280_at,,,False,,
203281_s_at,,,False,,
203282_at,,,False,,
203283_s_at,,,False,,
203284_s_at,,,False,,
203285_s_at,,,False,,
203286_at,,,False,,
203287_at,,,False,,
203288_at,,,False,,
203289_s_at,,,False,,
203290_at,,,False,,
203291_at,,,False,,
203292_s_at,,,False,,
203293_s_at,,,False,,
203294_s_at,,,False,,
203295_s_at,,,False,,
203296_s_at,,,False,,
203297_s_at,,,False,,
203298_s_at,,,False,,
203299_s_at,,,False,,
203300_x_at,,,False,,
203301_s_at,,,False,,
203302_at,,,False,,
203303_at,,,False,,
203304_at,,,False,,
203305_at,,,False,,
203306_s_at,,,False,,
203307_at,,,False,,
203308_x_at,,,False,,
203309_s_at,,,False,,
203310_at,,,False,,
203311_s_at,,,False,,
203312_x_at,,,False,,
203313_s_at,,,False,,
203314_at,,,False,,
203315_at,,,False,,
203316_s_at,,,False,,
203317_at,,,False,,
203318_s_at,,,False,,
203319_s_at,,,False,,
203320_at,,,False,,
203321_s_at,,,False,,
203322_at,,,False,,
203323_at,,,False,,
203324_s_at,,,False,,
203325_s_at,,,False,,
203326_x_at,,,False,,
203327_at,,,False,,
203328_x_at,,,False,,
203329_at,,,False,,
203330_s_at,,,False,,
203331_s_at,,,False,,
203332_s_at,,,False,,
203333_at,,,False,,
203334_at,,,False,,
203335_at,,,False,,
203336_s_at,,,False,,
203337_x_at,,,False,,
203338_at,,,False,,
203339_at,,,False,,
203340_s_at,,,False,,
203341_at,,,False,,
203342_at,,,False,,
203343_at,,,False,,
203344_s_at,,,False,,
203345_s_at,,,False,,
203346_s_at,,,False,,
203347_s_at,,,False,,
203348_s_at,,,False,,
203349_s_at,,,False,,
203350_at,,,False,,
203351_s_at,,,False,,
203352_at,,,False,,
203353_s_at,,,False,,
203354_s_at,,,False,,
203355_s_at,,,False,,
203356_at,,,False,,
203357_s_at,,,False,,
203358_s_at,,,False,,
203359_s_at,,,False,,
203360_s_at,,,False,,
203361_s_at,,,False,,
203362_s_at,,,False,,
203363_s_at,,,False,,
203364_s_at,,,False,,
203365_s_at,,,False,,
203366_at,,,False,,
203367_at,,,False,,
203368_at,,,False,,
203369_x_at,,,False,,
203370_s_at,,,False,,
203371_s_at,,,False,,
203372_s_at,,,False,,
203373_at,,,False,,
203374_s_at,,,False,,
203375_s_at,,,False,,
203376_at,,,False,,
203377_s_at,,,False,,
203378_at,,,False,,
203379_at,,,False,,
203380_x_at,,,False,,
203381_s_at,,,False,,
203382_s_at,,,False,,
203383_s_at,,,False,,
203384_s_at,,,False,,
203385_at,,,False,,
203386_at,,,False,,
203387_s_at,,,False,,
203388_at,,,False,,
203389_at,,,False,,
203390_s_at,,,False,,
203391_at,,,False,,
203392_s_at,,,False,,
203393_at,,,False,,
203394_s_at,,,False,,
203395_s_at,,,False,,
203396_at,,,False,,
203397_s_at,,,False,,
203398_s_at,,,False,,
203399_x_at,,,False,,
203400_s_at,,,False,,
203401_at,,,False,,
203402_at,,,False,,
203403_s_at,,,False,,
203404_at,,,False,,
203405_at,,,False,,
203406_at,,,False,,
203407_at,,,False,,
203408_s_at,,,False,,
203409_at,,,False,,
203410_at,,,False,,
203411_s_at,,,False,,
203412_at,,,False,,
203413_at,,,False,,
203414_at,,,False,,
203415_at,,,False,,
203416_at,,,False,,
203417_at,,,False,,
203418_at,,,False,,
203419_at,,,False,,
203420_at,,,False,,
203421_at,,,False,,
203422_at,,,False,,
203423_at,,,False,,
203424_s_at,,,False,,
203425_s_at,,,False,,
203426_s_at,,,False,,
203427_at,,,False,,
203428_s_at,,,False,,
203429_s_at,,,False,,
203430_at,,,False,,
203431_s_at,,,False,,
203432_at,,,False,,
203433_at,,,False,,
203434_s_at,,,False,,
203435_s_at,,,False,,
203436_at,,,False,,
203437_at,,,False,,
203438_at,,,False,,
203439_s_at,,,False,,
203440_at,,,False,,
203441_s_at,,,False,,
203442_x_at,,,False,,
203443_at,,,False,,
203444_s_at,,,False,,
203445_s_at,,,False,,
203446_s_at,,,False,,
203447_at,,,False,,
203448_s_at,,,False,,
203449_s_at,,,False,,
203450_at,,,False,,
203451_at,,,False,,
203452_at,,,False,,
203453_at,,,False,,
203454_s_at,,,False,,
203455_s_at,,,False,,
203456_at,,,False,,
203457_at,,,False,,
203458_at,,,False,,
203459_s_at,,,False,,
203460_s_at,,,False,,
203461_at,,,False,,
203462_x_at,,,False,,
203463_s_at,,,False,,
203464_s_at,,,False,,
203465_at,,,False,,
203466_at,,,False,,
203467_at,,,False,,
203468_at,,,False,,
203469_s_at,,,False,,
203470_s_at,,,False,,
203471_s_at,,,False,,
203472_s_at,,,False,,
203473_at,,,False,,
203474_at,,,False,,
203475_at,,,False,,
203476_at,,,False,,
203477_at,,,False,,
203478_at,,,False,,
203479_s_at,,,False,,
203480_s_at,,,False,,
203481_at,,,False,,
203482_at,,,False,,
203483_at,,,False,,
203484_at,,,False,,
203485_at,,,False,,
203486_s_at,,,False,,
203487_s_at,,,False,,
203488_at,,,False,,
203489_at,,,False,,
203490_at,,,False,,
203491_s_at,,,False,,
203492_x_at,,,False,,
203493_s_at,,,False,,
203494_s_at,,,False,,
203495_at,,,False,,
203496_s_at,,,False,,
203497_at,,,False,,
203498_at,,,False,,
203499_at,,,False,,
203500_at,,,False,,
203501_at,,,False,,
203502_at,,,False,,
203503_s_at,,,False,,
203504_s_at,,,False,,
203505_at,,,False,,
203506_s_at,,,False,,
203507_at,,,False,,
203508_at,,,False,,
203509_at,,,False,,
203510_at,,,False,,
203511_s_at,,,False,,
203512_at,,,False,,
203513_at,,,False,,
203514_at,,,False,,
203515_s_at,,,False,,
203516_at,,,False,,
203517_at,,,False,,
203518_at,,,False,,
203519_s_at,,,False,,
203520_s_at,,,False,,
203521_s_at,,,False,,
203522_at,,,False,,
203523_at,,,False,,
203524_s_at,,,False,,
203525_s_at,,,False,,
203526_s_at,,,False,,
203527_s_at,,,False,,
203528_at,,,False,,
203529_at,,,False,,
203530_s_at,,,False,,
203531_at,,,False,,
203532_x_at,,,False,,
203533_s_at,,,False,,
203534_at,,,False,,
203535_at,,,False,,
203536_s_at,,,False,,
203537_at,,,False,,
203538_at,,,False,,
203539_s_at,,,False,,
203540_at,,,False,,
203541_s_at,,,False,,
203542_s_at,,,False,,
203543_s_at,,,False,,
203544_s_at,,,False,,
203545_at,,,False,,
203546_at,,,False,,
203547_at,,,False,,
203548_s_at,,,False,,
203549_s_at,,,False,,
203550_s_at,,,False,,
203551_s_at,,,False,,
203552_at,,,False,,
203553_s_at,,,False,,
203554_x_at,,,False,,
203555_at,,,False,,
203556_at,,,False,,
203557_s_at,,,False,,
203558_at,,,False,,
203559_s_at,,,False,,
203560_at,,,False,,
203561_at,,,False,,
203562_at,,,False,,
203563_at,,,False,,
203564_at,,,False,,
203565_s_at,,,False,,
203566_s_at,,,False,,
203567_s_at,,,False,,
203568_s_at,,,False,,
203569_s_at,,,False,,
203570_at,,,False,,
203571_s_at,,,False,,
203572_s_at,,,False,,
203573_s_at,,,False,,
203574_at,,,False,,
203575_at,,,False,,
203576_at,,,False,,
203577_at,,,False,,
203578_s_at,,,False,,
203579_s_at,,,False,,
203580_s_at,,,False,,
203581_at,,,False,,
203582_s_at,,,False,,
203583_at,,,False,,
203584_at,,,False,,
203585_at,,,False,,
203586_s_at,,,False,,
203587_at,,,False,,
203588_s_at,,,False,,
203589_s_at,,,False,,
203590_at,,,False,,
203591_s_at,,,False,,
203592_s_at,,,False,,
203593_at,,,False,,
203594_at,,,False,,
203595_s_at,,,False,,
203596_s_at,,,False,,
203597_s_at,,,False,,
203598_s_at,,,False,,
203599_s_at,,,False,,
203600_s_at,,,False,,
203601_s_at,,,False,,
203602_s_at,,,False,,
203603_s_at,,,False,,
203604_at,,,False,,
203605_at,,,False,,
203606_at,,,False,,
203607_at,,,False,,
203608_at,,,False,,
203609_s_at,,,False,,
203610_s_at,,,False,,
203611_at,,,False,,
203612_at,,,False,,
203613_s_at,,,False,,
203614_at,,,False,,
203615_x_at,,,False,,
203616_at,,,False,,
203617_x_at,,,False,,
203618_at,,,False,,
203619_s_at,,,False,,
203620_s_at,,,False,,
203621_at,,,False,,
203622_s_at,,,False,,
203623_at,,,False,,
203624_at,,,False,,
203625_x_at,,,False,,
203626_s_at,,,False,,
203627_at,,,False,,
203628_at,,,False,,
203629_s_at,,,False,,
203630_s_at,,,False,,
203631_s_at,,,False,,
203632_s_at,,,False,,
203633_at,,,False,,
203634_s_at,,,False,,
203635_at,,,False,,
203636_at,,,False,,
203637_s_at,,,False,,
203638_s_at,,,False,,
203639_s_at,,,False,,
203640_at,,,False,,
203641_s_at,,,False,,
203642_s_at,,,False,,
203643_at,,,False,,
203644_s_at,,,False,,
203645_s_at,,,False,,
203646_at,,,False,,
203647_s_at,,,False,,
203648_at,,,False,,
203649_s_at,,,False,,
203650_at,,,False,,
203651_at,,,False,,
203652_at,,,False,,
203653_s_at,,,False,,
203654_s_at,,,False,,
203655_at,,,False,,
203656_at,,,False,,
203657_s_at,,,False,,
203658_at,,,False,,
203659_s_at,,,False,,
203660_s_at,,,False,,
203661_s_at,,,False,,
203662_s_at,,,False,,
203663_s_at,,,False,,
203664_s_at,,,False,,
203665_at,,,False,,
203666_at,,,False,,
203667_at,,,False,,
203668_at,,,False,,
203669_s_at,,,False,,
203670_at,,,False,,
203671_at,,,False,,
203672_x_at,,,False,,
203673_at,,,False,,
203674_at,,,False,,
203675_at,,,False,,
203676_at,,,False,,
203677_s_at,,,False,,
203678_at,,,False,,
203679_at,,,False,,
203680_at,,,False,,
203681_at,,,False,,
203682_s_at,,,False,,
203683_s_at,,,False,,
203684_s_at,,,False,,
203685_at,,,False,,
203686_at,,,False,,
203687_at,,,False,,
203688_at,,,False,,
203689_s_at,,,False,,
203690_at,,,False,,
203691_at,,,False,,
203692_s_at,,,False,,
203693_s_at,,,False,,
203694_s_at,,,False,,
203695_s_at,,,False,,
203696_s_at,,,False,,
203697_at,,,False,,
203698_s_at,,,False,,
203699_s_at,,,False,,
203700_s_at,,,False,,
203701_s_at,,,False,,
203702_s_at,,,False,,
203703_s_at,,,False,,
203704_s_at,,,False,,
203705_s_at,,,False,,
203706_s_at,,,False,,
203707_at,,,False,,
203708_at,,,False,,
203709_at,,,False,,
203710_at,,,False,,
203711_s_at,,,False,,
203712_at,,,False,,
203713_s_at,,,False,,
203714_s_at,,,False,,
203715_at,,,False,,
203716_s_at,,,False,,
203717_at,,,False,,
203718_at,,,False,,
203719_at,,,False,,
203720_s_at,,,False,,
203721_s_at,,,False,,
203722_at,,,False,,
203723_at,,,False,,
203724_s_at,,,False,,
203725_at,,,False,,
203726_s_at,,,False,,
203727_at,,,False,,
203728_at,,,False,,
203729_at,,,False,,
203730_s_at,,,False,,
203731_s_at,,,False,,
203732_at,,,False,,
203733_at,,,False,,
203734_at,,,False,,
203735_x_at,,,False,,
203736_s_at,,,False,,
203737_s_at,,,False,,
203738_at,,,False,,
203739_at,,,False,,
203740_at,,,False,,
203741_s_at,,,False,,
203742_s_at,,,False,,
203743_s_at,,,False,,
203744_at,,,False,,
203745_at,,,False,,
203746_s_at,,,False,,
203747_at,,,False,,
203748_x_at,,,False,,
203749_s_at,,,False,,
203750_s_at,,,False,,
203751_x_at,,,False,,
203752_s_at,,,False,,
203753_at,,,False,,
203754_s_at,,,False,,
203755_at,,,False,,
203756_at,,,False,,
203757_s_at,,,False,,
203758_at,,,False,,
203759_at,,,False,,
203760_s_at,,,False,,
203761_at,,,False,,
203762_s_at,,,False,,
203763_at,,,False,,
203764_at,,,False,,
203765_at,,,False,,
203766_s_at,,,False,,
203767_s_at,,,False,,
203768_s_at,,,False,,
203769_s_at,,,False,,
203770_s_at,,,False,,
203771_s_at,,,False,,
203772_at,,,False,,
203773_x_at,,,False,,
203774_at,,,False,,
203775_at,,,False,,
203776_at,,,False,,
203777_s_at,,,False,,
203778_at,,,False,,
203779_s_at,,,False,,
203780_at,,,False,,
203781_at,,,False,,
203782_s_at,,,False,,
203783_x_at,,,False,,
203784_s_at,,,False,,
203785_s_at,,,False,,
203786_s_at,,,False,,
203787_at,,,False,,
203788_s_at,,,False,,
203789_s_at,,,False,,
203790_s_at,,,False,,
203791_at,,,False,,
203792_x_at,,,False,,
203793_x_at,,,False,,
203794_at,,,False,,
203795_s_at,,,False,,
203796_s_at,,,False,,
203797_at,,,False,,
203798_s_at,,,False,,
203799_at,,,False,,
203800_s_at,,,False,,
203801_at,,,False,,
203802_x_at,,,False,,
203803_at,,,False,,
203804_s_at,,,False,,
203805_s_at,,,False,,
203806_s_at,,,False,,
